 terminal_blood_flow,generation
  0.21494175310228059      ,           7
  0.28723696976076951      ,           8
  0.37968864674881786      ,           8
  0.26525822303059243      ,           8
  0.32908715129006794      ,           8
  0.24927837995473112      ,           8
  0.30503336704764905      ,           8
  0.35546779782055893      ,           8
  0.38157837445681508      ,           8
  0.40882575717134273      ,           8
  0.26196738401488062      ,           8
  0.26852110845516108      ,           8
  0.23610671318428444      ,           8
  0.30623288524002135      ,           8
  0.23064309808382433      ,           8
  0.31628803699830144      ,           8
  0.28329688915975737      ,           8
  0.28342277329475962      ,           8
  0.28032809390040825      ,           8
  0.24853196412170320      ,           8
  0.33430821013896406      ,           9
  0.24965447027992838      ,           9
  0.28720607896478256      ,           9
  0.39992484590228727      ,           9
  0.40011993718264804      ,           9
  0.22875100152714367      ,           9
  0.31603504731979370      ,           9
  0.18604207540759887      ,           9
  0.19770552536675723      ,           9
  0.32460063392737482      ,           9
  0.17544944660318151      ,           9
  0.25403500009351987      ,           9
  0.31348806446541744      ,           9
  0.24893871581242166      ,           9
  0.17331046252040849      ,           9
  0.29595649065462837      ,           9
  0.23181895160344368      ,           9
  0.22932274449520307      ,           9
  0.33841942583657314      ,           9
  0.29223471181727945      ,           9
  0.34394862480737842      ,           9
  0.13822822332768325      ,          10
  0.14396024345889202      ,          10
  0.11097297450029053      ,          10
  0.11337119104561610      ,          12
  0.19208606663002747      ,          12
  0.19208634858204432      ,          12
  0.22679439306613114      ,          12
  0.10166359119978852      ,          12
  0.20458497175208379      ,          12
  0.17542761887860081      ,          13
  0.10201860230923465      ,          13
  0.13079706559855153      ,          13
  0.21777444855884209      ,          13
  0.10686194848589836      ,          13
  0.13620475230730777      ,          13
  0.13483066306540481      ,          13
  0.11146628303177986      ,          13
   9.7252023967858703E-002 ,          13
   5.5510159429916106E-002 ,          13
  0.10409540805253137      ,          13
   9.6730060615356495E-002 ,          13
  0.11061055317319846      ,          13
  0.12414804848696415      ,          13
  0.16734683977025422      ,          13
  0.15516572093266223      ,          13
  0.14924098242984929      ,          13
   9.9460919714177809E-002 ,          13
  0.12377293913463161      ,          13
  0.18993706690135181      ,          13
  0.14092529952051280      ,          13
  0.11082410279286559      ,          13
  0.17030464753554031      ,          13
   7.0309258316468615E-002 ,          13
  0.10531953696108465      ,          13
   9.6345500700140807E-002 ,          13
  0.24137992313928036      ,          13
  0.24137966652907905      ,          13
   6.2381467044351435E-002 ,          13
   6.2733501673062797E-002 ,          13
   6.9761939200932321E-002 ,          13
   5.5244062099076174E-002 ,          13
   9.2291363897296419E-002 ,          13
  0.10346283117343824      ,          13
   8.1516334442810257E-002 ,          13
   8.8056402734349337E-002 ,          13
  0.12175566925457382      ,          13
   9.8689056321762614E-002 ,          13
  0.10182254724906370      ,          13
  0.11772225163351230      ,          14
  0.20255252317217237      ,          14
  0.16741465217793827      ,          14
  0.21191127517324365      ,          14
  0.13504304319600574      ,          14
  0.14200707254484901      ,          14
  0.15481401541243311      ,          14
  0.15034425775193644      ,          14
   9.9867047511454865E-002 ,          14
  0.15596643843397540      ,          14
   7.6864564393761214E-002 ,          14
  0.18172053798386001      ,          14
  0.10073315166507885      ,          14
  0.13318850535393190      ,          14
  0.15653573940309345      ,          14
  0.11534650898772775      ,          14
  0.10525090150392957      ,          14
  0.19267760615488017      ,          14
  0.18243898896461030      ,          14
   7.6910694746967434E-002 ,          14
  0.14074451662694165      ,          14
  0.12141409983540369      ,          14
   8.0524614575743891E-002 ,          14
   8.9703400290092494E-002 ,          14
  0.18085632303709526      ,          14
  0.14884402246741041      ,          14
  0.16339131378877814      ,          14
  0.13874076697452520      ,          14
  0.14368141300233317      ,          14
  0.14368141300355158      ,          14
  0.16262811385389453      ,          14
   7.4127607097549619E-002 ,          14
  0.15505175288491446      ,          14
  0.13506061555088905      ,          14
  0.14389188881201015      ,          14
  0.14783646134224421      ,          14
  0.10356647129084434      ,          14
  0.14001605748716078      ,          14
  0.15351316018153338      ,          14
  0.21247679909255029      ,          14
  0.16144658815806739      ,          14
  0.13155596395440433      ,          14
  0.12634656247630383      ,          14
   7.5623118242121090E-002 ,          14
  0.15790417057249478      ,          14
  0.15790417057364636      ,          14
   4.9654745908814579E-002 ,          14
  0.12049132412741442      ,          14
  0.11665082918344150      ,          14
  0.17613025644748098      ,          14
  0.14668857086716203      ,          14
   7.7258731424991622E-002 ,          14
   7.2774948213635726E-002 ,          14
  0.11647942936887024      ,          14
   8.7491271532324055E-002 ,          14
   7.0508867610528991E-002 ,          14
  0.15076717895871072      ,          14
  0.11514081280486888      ,          14
  0.12306835464166538      ,          14
  0.13229676957215503      ,          14
   9.9653868845092919E-002 ,          14
  0.16806458679895808      ,          14
  0.14143329626656637      ,          14
  0.13626074362765800      ,          14
  0.14460548079471580      ,          14
  0.18533704349794683      ,          14
  0.11514217236383534      ,          14
  0.19660364506960804      ,          14
  0.24122302498272408      ,          14
   5.0103291451785714E-002 ,          14
   7.9780508966686425E-002 ,          14
  0.10837615766072478      ,          14
   9.6843162609929090E-002 ,          14
  0.12116315921877496      ,          14
  0.11276123562883011      ,          14
   7.0853159818825229E-002 ,          14
   9.0899862500189776E-002 ,          14
   9.5421294322475703E-002 ,          14
   9.9431404070938256E-002 ,          14
  0.11548953926502198      ,          14
  0.13097461483114914      ,          14
   9.4759778165419251E-002 ,          14
   8.1841288037428184E-002 ,          14
  0.12659239751173751      ,          14
   8.4582618067783222E-002 ,          14
  0.10000871174104259      ,          14
   8.4454753968918328E-002 ,          14
   8.6447261383944207E-002 ,          14
   6.2089070184129125E-002 ,          14
  0.11241101395072312      ,          14
  0.12457497131695533      ,          14
   8.9498634213512063E-002 ,          14
   5.5474707744228469E-002 ,          14
   5.6303353329638206E-002 ,          14
   9.9202307547302915E-002 ,          14
  0.11760686467082093      ,          14
  0.16523126481603134      ,          14
  0.17022069681483737      ,          14
  0.17003630197087810      ,          14
  0.12933225968450818      ,          14
  0.16336967865573959      ,          14
   8.0541900110270404E-002 ,          14
  0.12667634052690968      ,          14
  0.15976044307643861      ,          14
   8.7053515572860563E-002 ,          14
  0.11144885573477908      ,          14
  0.14775759714964876      ,          14
  0.12989086950487233      ,          14
  0.16157263771367952      ,          14
   9.0048946106522032E-002 ,          14
  0.11633743456318418      ,          14
  0.12491409499354778      ,          14
  0.13190577361056954      ,          14
  0.14934368410974491      ,          14
   9.2283490682392832E-002 ,          15
  0.13593478930235442      ,          15
  0.10727471405057618      ,          15
  0.10414363310862598      ,          15
  0.10428582691694446      ,          15
  0.10495214767379943      ,          15
   7.3260670155474189E-002 ,          15
   7.2183833596702884E-002 ,          15
  0.14903170737763030      ,          15
  0.14898882640667044      ,          15
  0.10049426780274912      ,          15
   6.2897770632642291E-002 ,          15
  0.16903894308438192      ,          15
  0.12045810007472035      ,          15
   6.7418036583001467E-002 ,          15
  0.11625275942968155      ,          15
  0.17153086168338516      ,          15
   9.8681009406668130E-002 ,          15
   8.5703676303270804E-002 ,          15
  0.12182886263800832      ,          15
  0.11272148149449882      ,          15
  0.10207489213722701      ,          15
  0.11227772247491599      ,          15
  0.14382615074973712      ,          15
   6.7013538693429159E-002 ,          15
  0.14880837808649633      ,          15
  0.12522217517748938      ,          15
   8.4623534784698640E-002 ,          15
  0.10667842355893409      ,          15
   6.4730676759981759E-002 ,          15
   8.5734214438855622E-002 ,          15
   8.2331295496735513E-002 ,          15
   5.4876779897795713E-002 ,          15
  0.10245192032048830      ,          15
   9.1931731646324094E-002 ,          15
  0.13156718461061587      ,          15
  0.18301502879639914      ,          15
   8.2793895674994650E-002 ,          15
  0.18514725790750047      ,          15
  0.15643644106864693      ,          15
  0.12867103094597634      ,          15
  0.10424046101181692      ,          15
   3.4117152577535281E-002 ,          16
   5.9048644113129198E-002 ,          16
   5.4965530055523959E-002 ,          16
   5.2714051486726282E-002 ,          16
  0.13194716278837637      ,          16
  0.13194706547812371      ,          16
  0.10240395954941710      ,          16
   7.7317429637819707E-002 ,          16
  0.12855799451993996      ,          16
  0.11329386761422233      ,          16
   6.0864717073958623E-002 ,          17
   6.8080804196980829E-002 ,          17
   6.1532125372246671E-002 ,          17
   6.1544385674900080E-002 ,          17
   2.0350592834996073E-002 ,          15
   1.1564287458044942E-002 ,          15
   4.1195063974624524E-002 ,          15
   1.7766596493061226E-002 ,          15
   3.6221763608074775E-002 ,          16
   4.0667362056108339E-002 ,          16
   3.8145023876048054E-002 ,          16
   3.3345637945936840E-002 ,          16
   4.9777138396000037E-002 ,          16
   3.8405789928300516E-002 ,          16
   2.8505923684347359E-002 ,          16
   2.8144839993249529E-002 ,          16
   1.9407016794604409E-002 ,          16
   2.3423944937913638E-002 ,          16
   4.5105742140854319E-002 ,          16
   4.1535285452818718E-002 ,          16
   2.6861695595845225E-002 ,          16
   2.0779439222607138E-002 ,          16
   1.6380034972441254E-002 ,          16
   6.2415689633818813E-002 ,          16
   4.0240063364407760E-002 ,          16
   6.4009334465652615E-002 ,          16
   4.1666357872266219E-002 ,          16
   3.6485708914044096E-002 ,          16
   2.4984671525988558E-002 ,          16
   4.7016460271255597E-002 ,          16
   4.2908186576659832E-002 ,          16
   2.7498848819533933E-002 ,          16
   3.8952684067892998E-002 ,          16
   2.9064963291114083E-002 ,          17
   3.2166202111995092E-002 ,          17
   3.0944387213537379E-002 ,          17
   4.2827321499281562E-002 ,          17
   2.0903876644957957E-002 ,          17
   3.1975840337043676E-002 ,          17
   2.9629596298082178E-002 ,          17
   8.0466298357953769E-003 ,          17
   4.2383534501151496E-002 ,          17
   4.2356768554278584E-002 ,          17
   4.1730813067366430E-002 ,          17
   4.1730813068352794E-002 ,          17
   4.0139845517283224E-002 ,          17
   2.0231433573464790E-002 ,          17
   1.5672109772715631E-002 ,          17
   2.9972589700210162E-002 ,          17
   1.2341630340933454E-002 ,          17
   1.9880062974733839E-002 ,          17
   3.9804340020882484E-002 ,          17
   2.3132223570136459E-002 ,          17
   1.3352706390841615E-002 ,          17
   3.7493020914551721E-002 ,          17
   1.9627304352523786E-002 ,          17
   1.9975528898954445E-002 ,          17
   2.8430083168252379E-002 ,          17
   2.6610181591276628E-002 ,          17
   2.6766096722485810E-002 ,          17
   3.5410685890408959E-002 ,          17
   2.6456463416765989E-002 ,          17
   3.3199168156052672E-002 ,          17
   4.5048550182309549E-002 ,          17
   2.8061906577899878E-002 ,          17
   3.4884149570411471E-002 ,          17
   5.2674422480343798E-002 ,          17
   5.2670472987615513E-002 ,          17
   2.7057285006635089E-002 ,          17
   4.0844255484785111E-002 ,          17
   2.3108507307383494E-002 ,          17
   3.5123659751410220E-002 ,          17
   3.4383707037678186E-002 ,          17
   5.0637857204769481E-002 ,          17
   3.3671980710457780E-002 ,          17
   3.5596651571895149E-002 ,          17
   2.1736738249195892E-002 ,          17
   5.0040908351900837E-002 ,          17
   4.3614182771461125E-002 ,          17
   2.8826929314593332E-002 ,          18
   1.9092864744560470E-002 ,          18
   4.1256043742255541E-002 ,          18
   6.3155449158616123E-002 ,          18
   6.5835643677291042E-002 ,          18
   5.0497976375147684E-002 ,          18
   3.6229907803648369E-002 ,          18
   3.6569347027224600E-002 ,          18
   5.4336036943134575E-002 ,          18
   4.2730720088727074E-002 ,          18
   2.8160241420482707E-002 ,          18
   2.8283767368944314E-002 ,          18
   1.6312925755962340E-002 ,          18
   2.5066558477092590E-002 ,          18
   3.6939188536698031E-002 ,          18
   4.0908829152153235E-002 ,          18
   3.6589802554558355E-002 ,          18
   3.8949414366123661E-002 ,          18
