 terminal_blood_flow,generation
  0.28431361278245859      ,          10
  0.45615518683615441      ,          10
  0.28338806534669114      ,          11
  0.34214192694086165      ,          11
  0.32287453438439329      ,          11
  0.28061737209391691      ,          12
   9.9994509383585450E-002 ,          13
   9.1016737932806624E-002 ,          13
  0.29445606066309216      ,          13
  0.29443745915897179      ,          13
  0.17861549924626940      ,          13
  0.11302639042042850      ,          13
  0.11402533988229613      ,          13
   9.4509038356607622E-002 ,          13
  0.25089233867549399      ,          13
  0.39563444879267462      ,          13
  0.20073794011515056      ,          13
  0.20375699211169240      ,          13
  0.19445420039008310      ,          13
  0.21961516966614814      ,          13
  0.15399765303707258      ,          13
  0.18635386670751064      ,          13
  0.10380658429471201      ,          13
  0.19868114781987889      ,          13
  0.12033293471075179      ,          13
  0.13935671578155273      ,          13
  0.26431271909973764      ,          13
  0.26391442532885478      ,          13
  0.18490535755081527      ,          13
  0.17513631377897743      ,          13
  0.12990694479991438      ,          13
  0.23146141126013964      ,          13
  0.27989774235261033      ,          13
  0.25648407693013286      ,          13
  0.11256920557241545      ,          13
  0.13662555974967017      ,          13
  0.13018684878443576      ,          13
  0.13942276242753171      ,          13
  0.25795663058981289      ,          13
  0.28674513477273456      ,          13
   9.8143219784808000E-002 ,          13
   8.0628381008154060E-002 ,          13
  0.14756230637616596      ,          13
  0.17649215932150453      ,          14
  0.20763882765499064      ,          14
  0.25976368228212393      ,          14
  0.23721139920019124      ,          14
  0.12149722729037871      ,          14
  0.22010746908687567      ,          14
  0.14894096163936710      ,          14
  0.23791556127624275      ,          14
  0.26693708158292795      ,          14
  0.20068348006974629      ,          14
  0.23305793255189111      ,          14
  0.16879264639761005      ,          14
  0.15094323972090495      ,          14
  0.22044170445126920      ,          14
  0.13183073359308728      ,          14
  0.19895606660018583      ,          14
  0.24759235225219983      ,          14
  0.24974231179001072      ,          14
  0.11764162831639591      ,          14
  0.16099869985560833      ,          14
  0.10587768988877166      ,          14
  0.10877998786501997      ,          14
  0.10063749495309349      ,          14
  0.11858769958840931      ,          14
  0.23778660749817454      ,          14
  0.18807805371170250      ,          14
  0.26476816009690718      ,          14
  0.13478822612831576      ,          14
  0.15005236954694134      ,          14
  0.19233857653332986      ,          14
  0.22956970619745587      ,          14
  0.39099104667916079      ,          14
  0.22223300253367240      ,          14
  0.31312978632269645      ,          14
  0.27488438104690727      ,          14
  0.10898696030947574      ,          14
  0.20233387592225394      ,          14
  0.18192586554707568      ,          14
  0.13310808883979031      ,          14
  0.24464261841180429      ,          14
  0.23347117421935865      ,          14
  0.16150998864443200      ,          14
  0.31095217945099102      ,          14
  0.22347925500332555      ,          14
  0.22210037634025004      ,          14
  0.21630270026920501      ,          14
  0.18663862313898838      ,          14
  0.18637251597845306      ,          14
  0.17844137492333967      ,          14
  0.14009855732859033      ,          14
  0.18251253576529425      ,          14
  0.18324540778511811      ,          14
   9.6500014670313883E-002 ,          14
  0.13494680495908673      ,          14
  0.14038065544541956      ,          14
   9.7716529808200225E-002 ,          14
  0.13299653361110886      ,          14
  0.18869639109672554      ,          14
  0.10812233463849008      ,          14
  0.16415705048793283      ,          14
  0.18831357150399886      ,          14
  0.12123186089405813      ,          14
  0.15228958708920182      ,          14
  0.14477086869763256      ,          14
  0.15442358192422578      ,          14
  0.24740616907985175      ,          14
  0.25058245996200124      ,          14
  0.11946907872044588      ,          14
  0.25051658763268025      ,          14
  0.23045278718312556      ,          14
  0.14520173347290921      ,          14
  0.23150082214750711      ,          14
  0.22260148436142058      ,          14
  0.24447693651993696      ,          14
  0.11751050134285190      ,          14
  0.19973066946628404      ,          14
  0.16469138185951926      ,          14
  0.15645763661006562      ,          14
  0.16396149542991034      ,          14
  0.12529551700459274      ,          14
   8.9144076865870892E-002 ,          14
  0.19671031782075837      ,          14
  0.14348595326321445      ,          14
  0.20647897381462882      ,          14
  0.11748285895818489      ,          14
  0.12577952914383617      ,          14
   9.4422441608265961E-002 ,          14
  0.12799376827276387      ,          14
  0.13852375584789500      ,          14
  0.15083969800584485      ,          14
  0.11409082968730488      ,          14
  0.24268309911678237      ,          14
  0.18011689524579721      ,          14
  0.17013724024023158      ,          14
  0.23643990583765362      ,          14
  0.33163437990449895      ,          14
  0.20830603852173823      ,          14
  0.13545882896147166      ,          14
  0.19937018750574276      ,          14
  0.21907349077254024      ,          14
  0.13743027645845429      ,          14
   9.0091862590139571E-002 ,          14
  0.18257293289137799      ,          14
  0.11873295789305371      ,          14
  0.19964746592335458      ,          14
  0.22523781374315804      ,          14
  0.17943377466747512      ,          14
  0.29644215490674253      ,          14
  0.25128408073459269      ,          14
  0.25131407816306200      ,          14
  0.16417815960859372      ,          14
  0.14573446709036852      ,          14
  0.33047976286158992      ,          14
  0.28317689929443984      ,          14
  0.24693383551113129      ,          14
  0.23481976044979208      ,          14
  0.25715029639307213      ,          14
  0.17836843787067713      ,          14
  0.17934146750021962      ,          14
  0.36008825405198230      ,          14
  0.18053053160501187      ,          14
  0.12546226553874851      ,          14
  0.17142007364775591      ,          14
  0.19244946344432945      ,          14
  0.19322205744208309      ,          14
   9.9436240896417449E-002 ,          14
  0.22130576487594755      ,          14
  0.16447250958768966      ,          14
  0.14874068178657784      ,          14
  0.24229209688237086      ,          14
  0.28176585186546649      ,          14
  0.20563235782933614      ,          14
  0.39369145918403498      ,          14
  0.15748993981977932      ,          14
  0.26511945528166325      ,          14
  0.24986094232120032      ,          14
  0.16602620354268371      ,          14
  0.23374748127930567      ,          14
  0.20630897877378301      ,          14
  0.19878892622081379      ,          14
  0.23044681053355853      ,          14
  0.19283563364114331      ,          14
  0.19907910426385061      ,          14
  0.26151080743977012      ,          14
  0.21583398554709959      ,          14
  0.26397394093252385      ,          14
  0.37019930214222196      ,          14
  0.21315675867496142      ,          14
  0.24227225253451196      ,          14
  0.25530620377353147      ,          14
  0.33441105906047131      ,          14
  0.17702879909643543      ,          14
  0.21486505942313683      ,          14
  0.17344367250883208      ,          14
  0.27053867885868504      ,          14
  0.29662393724655600      ,          14
  0.36402819289774374      ,          14
  0.16745022444392144      ,          14
  0.18868064774845317      ,          14
  0.33746541465420915      ,          14
  0.18927983535824477      ,          14
  0.21089011448632344      ,          14
  0.13935539638448413      ,          14
  0.15255517178773403      ,          14
  0.17739238354073017      ,          14
  0.15510846926877553      ,          14
  0.11615123114145409      ,          14
  0.19867711618562967      ,          14
  0.19119580926227664      ,          14
  0.22038914867489195      ,          14
  0.22419639316730500      ,          14
  0.15087804322831844      ,          14
  0.20690775042593318      ,          14
  0.34542903461392638      ,          14
  0.27375880525909113      ,          14
  0.26366608313872980      ,          14
  0.14558957198725120      ,          14
  0.19050535180646411      ,          14
  0.21643435960646895      ,          14
  0.19577194534139569      ,          14
  0.25938610500168729      ,          14
  0.23010935054275100      ,          14
  0.25677098446337232      ,          14
  0.26045984357871055      ,          14
  0.43290333802706032      ,          14
  0.17944974417557324      ,          14
  0.11913478806616751      ,          14
  0.17940968977873351      ,          14
  0.28297607868329577      ,          14
  0.23945389677005691      ,          14
  0.19167618284746768      ,          14
  0.15047205833500354      ,          14
  0.24344034046990487      ,          14
  0.13140613150408609      ,          14
  0.18276824582272178      ,          14
  0.13002846529448042      ,          14
  0.12065389491132017      ,          14
  0.16021253848858785      ,          14
  0.13343922501117911      ,          14
  0.16713691176067325      ,          14
  0.16313559273574196      ,          14
  0.22914073359280246      ,          14
  0.16282485403878022      ,          14
  0.18102277623465568      ,          14
  0.15138598453600982      ,          14
   9.4780920306046124E-002 ,          14
  0.15886950848014558      ,          14
  0.24307011265722994      ,          14
  0.23351459088420667      ,          14
  0.20525654474428823      ,          14
   8.6021004802275813E-002 ,          14
  0.16597916156826198      ,          14
   6.3263051446393659E-002 ,          14
   9.8639887944960480E-002 ,          14
   9.3317282142499236E-002 ,          14
  0.23794050635466502      ,          14
  0.13749888092644280      ,          14
  0.27403324441028332      ,          14
  0.22934664506948543      ,          14
  0.28532978796510283      ,          14
  0.23602439248099971      ,          14
   9.5412626316186078E-002 ,          14
